tweet,clean,date,time,link
"Super proud of you, my brother! God bless you & all the other Doctors, Nurses, Med Techs, Soldiers & otherHealthcare Practitioners who are now at the forefront of our country’s battle against COVID-19. Thank you &amp;… https://www.instagram.com/p/B9zMP64HpVr/?igshid=10dcpwzbysjen",super proud brother god bless doctors nurses techs soldiers otherhealthcare practitioners forefront countrys battle covid thank,2020-03-16,15:39:38+00:00,https://twitter.com/gericalbero10/status/1239577071090835457
Nakapagpapawis din haha deds lang muna sa covid ,nakapagpapawis deds muna covid,2020-03-16,15:36:52+00:00,https://twitter.com/chanbontigao/status/1239576375595544579
"Lord, pagising ko po mas madami ng case ng recovered sa Covid-19!! Amen!! ",lord pagising madami case recovered covid amen,2020-03-16,15:35:30+00:00,https://twitter.com/djernazer/status/1239576028734836741
may ncov nayan HAHAHAHA,ncov nayan,2020-03-16,15:33:17+00:00,https://twitter.com/DonicaRamirez/status/1239575473127968768
"While sa grocery kanina, overheard ko yung isang employee nagsabi “dami nilang nabili, sana din tayo may mauwi” nafeel ko yung bigat! #lockdownmanila #lockdownluzon #Covid_19",grocery kanina overheard employee nagsabi dami nabili mauwi nafeel bigat,2020-03-16,15:33:10+00:00,https://twitter.com/gelo_lakwatsero/status/1239575442320814082
Sana matapos nayang ncov para maging masaya ang batch 2019-2020 gabreeeeeee di nanila naranasan umakyat sa stage at makapag suot mg toga nung high school pati banaman ngayon ipagkakait sakanila hys NCOV. ,matapos nayang ncov masaya batch gabreeeeeee nanila naranasan umakyat stage makapag suot mg toga high school pati banaman ipagkakait sakanila hys ncov,2020-03-16,15:33:02+00:00,https://twitter.com/alisonsamoranos/status/1239575410205065216
"Kung ano man ang ipagutos nang gobyerno, sumunod nalang tayo. Yes mahirap sya, pero wala naman nagtatagumpay na hindi nahirapan. Remember! We are all Soldiers in this war against Covid-19! Let’s all do our part! For our ",ipagutos gobyerno sumunod yes mahirap sya nagtatagumpay nahirapan remember soldiers covid lets part,2020-03-16,15:31:12+00:00,https://twitter.com/manelhuit/status/1239574946625384449
Duterte admin rolls out P27.1B war chest vs COVID-19 #COVID19PH,duterte admin rolls p27 1b chest vs covid,2020-03-16,15:29:15+00:00,https://twitter.com/kingdelrosario/status/1239574459117273088
Sana matapos na yung COVID na to ,matapos covid,2020-03-16,15:28:39+00:00,https://twitter.com/tinachvz/status/1239574306901774338
Hi mayor @IskoMoreno ano po masasabi ninyo sa mga eskwelahan sa maynila na nag iimplement ng online class? Paano po yung mga taong hindi ganun kayaman para mag pakabit ng internet? Kailangan nilang pumunta sa mga computer shop para w/c is high risk for having covid.,hi mayor masasabi ninyo eskwelahan maynila nag iimplement online class taong ganun kayaman pakabit internet computer shop high risk covid,2020-03-16,15:24:05+00:00,https://twitter.com/mrkspogiii/status/1239573156890726400
Cant wait to celebrate when this COVID-19 is over. #Positivityishealth #PreventionOverPanic #PreventCOVID19Spread,cant wait celebrate covid,2020-03-16,15:21:26+00:00,https://twitter.com/Moimoithesoul/status/1239572489199476738
"A friend in jepen, as in yung bumili ng totebag ko, said na ginagamit daw dun na gamot for covid yung gamot sa hika and so far effective daw. Ang cool.",friend jepen bumili totebag said ginagamit daw dun gamot covid gamot hika far effective daw cool,2020-03-16,15:21:08+00:00,https://twitter.com/antunit_anjilyn/status/1239572414440316928
Sana tuloy tuloy na ang pag galing nang mga Covid-19 patient ,tuloy tuloy galing covid patient,2020-03-16,15:20:21+00:00,https://twitter.com/manelhuit/status/1239572215751782401
"Cayetano also asks interviewees not to forget to mention gov’t programs on COVID-19: Doon sa mga nagpapa-interview to also not forget the good news, not forget the silver lining, not to forget to announce ’yung mga programang ginagawa.",cayetano asks interviewees forget mention govt programs covid nagpapa interview forget good news forget silver lining forget announce programang,2020-03-16,15:16:34+00:00,https://twitter.com/kim_badbadon/status/1239571267096702977
Izin share perkembangan COVID-19 di Filipina sbb per 16 Mar 2020 @18.00 : Statistik: • Kasus Positif: 140 (93 di Metro Manila (MM)) • Meninggal: 12 (9 Orang Meninggal di wilayah MM) • Sembuh: 2 • WNI Terdampak: 0,izin share perkembangan covid filipina sbb statistik positif metro manila mm meninggal orang meninggal wilayah mm sembuh wni terdampak,2020-03-16,15:16:18+00:00,https://twitter.com/biawakair/status/1239571198205259776
"Cayetano says House hearings will continue despite threat of COVID-19 but number of guests will be limited. ""It will be more round table style, we will only have four upmost five members of Congress present, we will only have one department at a time.""",cayetano says house hearings continue despite threat covid number guests limited round table style four upmost five members congress present department time,2020-03-16,15:15:10+00:00,https://twitter.com/kim_badbadon/status/1239570912912932866
Di ko na matuloy taena ka ncov ,matuloy taena ncov,2020-03-16,15:14:40+00:00,https://twitter.com/executive_lee/status/1239570787276746754
11:11 MAWALA NA COVID PLS ONCE AND FOR ALL,mawala covid pls,2020-03-16,15:11:55+00:00,https://twitter.com/jonaskuuun/status/1239570095367548928
Kapit muna sa anti-covid,kapit muna anti covid,2020-03-16,15:10:40+00:00,https://twitter.com/lorensmaulyon/status/1239569781033807873
Dahil sa covid nakaubos ako ng yosi ng kasama tropa ko ,covid nakaubos yosi kasama tropa,2020-03-16,15:10:08+00:00,https://twitter.com/JoepherEli/status/1239569645960495104
Daming nawawalan ng trabaho at kita dahil sa COVID na ’to. Please let’s all pray hard na matapos na’ to. ,daming nawawalan trabaho covid please lets pray hard matapos,2020-03-16,15:07:57+00:00,https://twitter.com/ZucchiniJamerss/status/1239569097936920576
"Panginoon, maraming salamat sa lahat ng biyayang pinagkakaloob mo sa akin pati na rin sa aking pamilya. Nawa’y malampasan ng lahat ang salot na hatid ng Covid-19. Amen ",panginoon maraming salamat biyayang pinagkakaloob mo pati rin pamilya naway malampasan salot hatid covid amen,2020-03-16,15:07:03+00:00,https://twitter.com/kempyyy1994/status/1239568869573799939
"Nograles: Land, air, and sea travel of uniformed personnel for official business, especially those transporting medical supplies, laboratory specimen related to COVID-19 and other humanitarian assistance shall be allowed.",nograles land air travel uniformed personnel official business especially transporting medical supplies laboratory specimen related covid humanitarian assistance shall allowed,2020-03-16,15:06:37+00:00,https://twitter.com/kim_badbadon/status/1239568760064733184
may lagnat ako tas sabe ng mama ko may covid na daw ako hahaha ,lagnat sabe mama covid daw,2020-03-16,15:05:21+00:00,https://twitter.com/argadyosa/status/1239568444825034754
"Nakakalungkot sobra. Hindi na tama tong Covid-19. Lord, please. ",nakakalungkot sobra tama covid lord please,2020-03-16,15:02:13+00:00,https://twitter.com/myrsterious/status/1239567655385722885
"The patient was discharged from the hospital after he tested negative twice for COVID-19, as confirmed by Makati Medical Center. This brings the total number of recovered patients to three (PH1, PH3 and PH14). (3/3)",patient discharged hospital tested negative twice covid confirmed makati medical center brings total number recovered patients three ph1 ph3 ph14,2020-03-16,15:00:41+00:00,https://twitter.com/kim_badbadon/status/1239567267836203008
Sana bukas wala na yung ncov,bukas ncov,2020-03-16,14:59:36+00:00,https://twitter.com/lorena_camille/status/1239566997425229826
"Happy for the decision of the CEO of my past company, Quantrics. He just cancelled all operations until the covid is gone. HEALTH IS WEALTH ika nga nila. ",happy decision ceo past company quantrics cancelled operations covid gone health wealth ika nga,2020-03-16,14:58:47+00:00,https://twitter.com/monterojayvee/status/1239566789450665989
Ncov is waving,ncov waving,2020-03-16,14:49:06+00:00,https://twitter.com/rafbenits/status/1239564353008877568
"Ingat din kayo dyan, Cha! Sana Covid free parin ang Cagayan Valley at maging ground zero narin ang PH ",dyan cha covid free parin cagayan valley ground zero narin ph,2020-03-16,14:48:46+00:00,https://twitter.com/liizbethesteban/status/1239564268019712005
"Alam mo Yong masakit yong kalat na kalat na ang NCOV, Tapos magkakalayo Kayo ng Pamilya mo ",alam mo masakit kalat kalat ncov tapos magkakalayo pamilya mo,2020-03-16,14:48:38+00:00,https://twitter.com/TheaTomas2/status/1239564234255503360
#PSE suspends trading due to Covid-19 measures of the government. #stockmarket @marvingermo @SalveDuplito,suspends trading due covid measures government,2020-03-16,14:48:01+00:00,https://twitter.com/randelltiongson/status/1239564079989063681
COVID-19 just made the PSE tap out. Trading suspended till further notice.,covid made pse tap trading suspended notice,2020-03-16,14:47:28+00:00,https://twitter.com/dlorentzfactor/status/1239563944060043264
Uyy thank you!! ginagawa lang rin namin ang trabaho namin haha. Laban lang sa COVID kaya natin to!,uyy thank rin trabaho covid natin,2020-03-16,14:46:46+00:00,https://twitter.com/rksanpedro_/status/1239563766892613634
:Sa mga ganitong panahon hindi na kailangang lumabas pa para gumala. Manatili nalang sa bahay para safe. :Pano naman yung galing sa trabaho at hindi alam ang updates sa covid-19 dahil nagtatrabaho at kailangan magtrabaho para sa pamilyang walang ibang inaasahan kundi ikaw lang. ,ganitong kailangang lumabas gumala manatili bahay safe galing trabaho alam updates covid nagtatrabaho magtrabaho pamilyang ibang inaasahan kundi,2020-03-16,14:43:51+00:00,https://twitter.com/charliebear27/status/1239563030855159808
"GRABE NAMAN, PINAGDEDESISYUN KAME KUNG PAPASOK PA KAME. PARA KUNG SAKALING MAGKA COVID, KAME MASISISISI DAHIL GINUSTO NAMING PUMASOK. ABA MATINDE!",grabe pinagdedesisyun papasok sakaling magka covid masisisisi ginusto naming pumasok aba matinde,2020-03-16,14:42:44+00:00,https://twitter.com/LeeMinTroy/status/1239562752521191424
"BUSINESS NIGHTLY The entire Philippine island of Luzon - now under enhanced community quarantine due to covid-19. President Duterte said the policy will take effect until April 12, coinciding with the end of Holy… https://www.instagram.com/p/B9zFrFDndPY/?igshid=zd17egvdg5jg",business nightly entire philippine island luzon enhanced community quarantine due covid president duterte said policy effect april coinciding holy,2020-03-16,14:42:11+00:00,https://twitter.com/Cathy__Yang/status/1239562614059012099
"may ncov na lahat lahat, inisstress pa ng photographer papasuot nya sa akin next shoot,,, HAHAHA.",ncov inisstress photographer papasuot nya next shoot,2020-03-16,14:40:14+00:00,https://twitter.com/LoveScarWitch/status/1239562122062774272
"Though we already miss all of you, we are more concerned for your safety and well-being. We have to temporarily close our doors to the public in compliance with the enhanced community quarantine against the COVID-19… https://www.instagram.com/p/B9zFYqdlD6o/?igshid=197nb77l7jlib",though already miss concerned safety well temporarily close doors public compliance enhanced community quarantine covid,2020-03-16,14:39:40+00:00,https://twitter.com/WilsonandAyache/status/1239561981398573056
"Lockdown / Community Quarantine for NCOV / Covid 19 in Metro Manila / NCR - National Capital Region enforcement @Cubao, Quezon City, Philippines https://www.instagram.com/p/B9zFR9XJ0Ko/?igshid=1ubao4yel9gys",lockdown community quarantine ncov covid metro manila ncr national capital region enforcement quezon city philippines,2020-03-16,14:38:45+00:00,https://twitter.com/kashii01/status/1239561749797523460
tara na sugurin ang ncov ,tara sugurin ncov,2020-03-16,14:38:32+00:00,https://twitter.com/LeighMari_/status/1239561695564926976
I just want to know her name pero ililipat daw kami ng office hanggat hindi nawawala yung covid 19,know ililipat daw office hanggat nawawala covid,2020-03-16,14:38:10+00:00,https://twitter.com/name_geryme/status/1239561600090034176
"Lockdown / Community Quarantine for NCOV / Covid 19 in Metro Manila / NCR - National Capital Region enforcement @Cubao, Quezon City, Philippines https://www.instagram.com/p/B9zDiidJgGL/?igshid=1kuk7y9dfchg4",lockdown community quarantine ncov covid metro manila ncr national capital region enforcement quezon city philippines,2020-03-16,14:35:10+00:00,https://twitter.com/kashii01/status/1239560847862542337
Wala dng sweldo pero I was covid 19 na din.,dng sweldo covid,2020-03-16,14:33:55+00:00,https://twitter.com/Eymhie131/status/1239560532761276422
Check this thread if you feel like you have symptoms of covid-19. ,check thread feel like symptoms covid,2020-03-16,14:26:17+00:00,https://twitter.com/mahnaipo/status/1239558611233202176
uminom ka lang..mabisang panlaban yan sa covid ,uminom mabisang panlaban yan covid,2020-03-16,14:24:40+00:00,https://twitter.com/aj_paril/status/1239558205144846342
"In cooperation with the national efforts to prevent the spread of Covid-19, pls be informed that Toyota Bacoor Cavite will have no operations &amp; will be closed until further notice. We encourage our customers &amp; members to promote general welfare by staying at home. Stay safe! – at TOYOTA BACOOR CAVITE",cooperation national efforts prevent spread covid pls informed toyota bacoor cavite operations closed notice encourage customers members promote general welfare staying home stay safe toyota bacoor cavite,2020-03-16,14:23:29+00:00,https://twitter.com/TyphoonRain/status/1239557908213297153
sakit ng ulo ko..wala po akong COVID ah. ,sakit ulo akong covid ah,2020-03-16,14:22:31+00:00,https://twitter.com/ninejatortoise/status/1239557665526648833
"Lockdown / Community Quarantine for NCOV / Covid 19 in Metro Manila / NCR - National Capital Region enforcement @Cubao, Quezon City, Philippines https://www.instagram.com/p/B9zDU9pJCzbHHRzw_Khg_fD5uL0JQGPGe0wl780/?igshid=1nkm46zhg52db",lockdown community quarantine ncov covid metro manila ncr national capital region enforcement quezon city philippines,2020-03-16,14:21:42+00:00,https://twitter.com/kashii01/status/1239557456142966784
